name,price,description,sustainability_features,product_features,product_affordances,rating_product,product_page_url,product_id,review_url,author,date,rating_customer,content,BERT_sentiment,GPT_sentiment,GPT_ABSA
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,NWOOD,"Reviewed in the United States on October 22, 2012",1.0,Lotion smells nothing like lime or patchouli.  Lotion dispenser was broken upon arrival.  The lotion does not absorb well into your skin and leaves a greasy film.  Money wasted on this product!,-2,-2,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": 0, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": -1, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": -1, ""User Experience: Quality/Performance"": -1, ""User Experience: Safety"": 0}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Amazon Customer,"Reviewed in the United States on September 20, 2015",1.0,"This lotion when purchased at a retailer, such as a local organic store is lovely.  The item shipped to me is not the same item and stinks like cleaning fluid. Not the same item. took me a while to write a review, but decided to help others not waste there money with this retailer.",-1,-2,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": -1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": -1, ""User Experience: Quality/Performance"": -1, ""User Experience: Safety"": 0}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Sal,"Reviewed in the United States on June 17, 2016",1.0,"Gag, the smell is awful and they are very greasy.  I was hoping for better from Bronner's.  Go with Plant Therapy if you're looking for a good natural lotiion.",-1,-2,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": -1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": 0, ""User Experience: Quality/Performance"": -1, ""User Experience: Safety"": 0}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,mollywog,"Reviewed in the United States on January 16, 2014",1.0,"I noticed that this lotion smelled overwhelmingly like ethyl alcohol, but tried it anyway. It really sucked all the moisture out of my hands and they were very dry within a few minutes. I went back to my old lotion to re-moisturize! Then I looked at the ingredients and the third thing listed was ethanol! Well there you go. I do not recommend.",-2,-2,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": -1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": 0, ""User Experience: Quality/Performance"": -1, ""User Experience: Safety"": -1}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Kate,"Reviewed in the United States on January 3, 2010",1.0,"I was seeking a nice, non-oily lotion to soothe my dry hands in this cold winter weather.  I actually had the chance to try before buying (at my local co-op).  The bad part is, I was fooled into thinking this product worked.  It appears to moisturize for about 5 minutes, but I've now come to realize that after those few, spare minutes, I must reapply.  It leaves a sheen of oil on the skin, which makes me think that the ingredients aren't being absorbed.  My skin still feels very dry.  The fragrance is simply OVERPOWERING.  I love patchouli, and I even bought the lavender scented lotion, and they are both extremely loud - some of the most highly scented perfumes I have ever used.  The first time I applied it at home, my boyfriend asked if I had sprayed perfume.  I am so very disappointed in this product.  Never again will I purchase anything from Dr. Bronner's.  I think there is so much fragrance in this, it is actually stinging my skin.",-1,-2,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": -1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": 0, ""User Experience: Quality/Performance"": -1, ""User Experience: Safety"": -1}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,RaVo,"Reviewed in the United States on July 24, 2014",2.0,"This lotion is more greasy than I like and has a very strong, pungent scent.",2,-1,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": -1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": 0, ""User Experience: Quality/Performance"": -1, ""User Experience: Safety"": 0}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Cody Pequin,"Reviewed in the United States on May 20, 2015",2.0,"After reading great reviews about the product I decided to try a bottle. Upon arrival I was overwhelmed with the extremely strong scent this product had (overpowering almost). It comes out very runny to the point you may need to wipe some off, but dries very fast, leaving your hands feeling like they did before you applied it. My biggest grievance would be the oily residue it leaves, both my hands and everywhere they've touched has a shine to it now.If you're looking for a moisturizer, there are many products which far exceed this one. Even as I write this I am becoming overwhelmed with scent. Will not buy again!",-2,-2,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": -1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": 0, ""User Experience: Quality/Performance"": -1, ""User Experience: Safety"": 0}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Happy,"Reviewed in the United States on December 10, 2012",3.0,Delivery on this product was perfect.  I got it when promised.  I have the lavender lotion as well.  Love this product because it doesn't have the harmful parabens and chemicals that other lotions have.  I use all of Dr. Bronner's products and love the smell.  Because I'm sensitive to heavy fragrance this product doesn't overpower you and leaves after awhile which is good for someone who can't stand heavy smells.,2,2,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": 1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": 0, ""User Experience: Quality/Performance"": 1, ""User Experience: Safety"": 1}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,helpmerhonda,"Reviewed in the United States on March 15, 2013",3.0,This used to be my absolute favorite lotion!!  Everyone commented on how good I smelled when I was wearing it.  Now people say it smells like I have Vicks on.  The formula must have changed?,2,-1,"{""General Sustainability"": 0, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": -1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 0, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": 0, ""User Experience: Quality/Performance"": -1, ""User Experience: Safety"": 0}"
"Dr. Bronner's & All-One Organic Lotion for Hands & Body, Patchouli Lime, 8-Ounce Pump Bottles (Pack of 2)",30.97,,"Farming practices
Made with materials harvested from responsibly managed farms.
As certified by
","The product description provided is ""nan"", which doesn't contain any nouns or linking verbs related to the product's components or attributes. Thus, there are no features to extract.

Product Features: []","The product description ""nan"" does not provide any specific information about the product or its affordances. Therefore, it is not possible to extract any action verbs, nouns, or adjectives that describe how the product can be used or interacted with.

Product Affordances: []",3.8,https://www.amazon.com/Dr-Bronners-All-One-Organic-Patchouli/dp/B001ET727U/ref=sr_1_7?dib=eyJ2IjoiMSJ9.ehJzilY-h-EMJCiE318dfg7VZydYIWWmW4wI2icvBuD0mmrQnRoVT12mbm6hJZVnd6Hyx06oZb191PYlmcGojYG8fr-0R2YwUWS_dbJhA7xPLvG7__2Xl_qtFMtnHcKC43ldsFn-J7afqqZIn68g-A.Q9MTkOqDQR9PK-AQ9he66oKbWQcGDpaKeRFu8KhGcGg&dib_tag=se&qid=1727753353&rnid=2941120011&s=baby-products&sr=1-7&srs=23176677011,B001ET727U,https://www.amazon.com/product-reviews/B001ET727U/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Doc jojo,"Reviewed in the United States on March 27, 2013",3.0,"Dr. Bronners products are really wonderful - good for your body and good for the planet. This lotion has the lightest scent of the patchouli and the lime.  It's smooth going on, doesn't leave you sticky or slick, and soothes the skin.  As a Naturopathic Doctor, I highly recommend it.",2,2,"{""General Sustainability"": 1, ""Material: Bio Friendly"": 0, ""Material: Chemical Contents"": 1, ""Material: Recyclability"": 0, ""Material: Waste"": 0, ""Packaging"": 0, ""Environment: Bioenvironment"": 1, ""Environment: Climate"": 0, ""Energy: Consumption"": 0, ""Energy: Renewability"": 0, ""Manufacturing Process: Production"": 0, ""Manufacturing Process: Worker"": 0, ""Manufacturing Process: Supply"": 0, ""User Experience: Price"": 0, ""User Experience: Quality/Performance"": 1, ""User Experience: Safety"": 1}"
