name,price,description,sustainability_features,product_features,product_affordances,rating_product,product_page_url,product_id,review_url,author,date,rating_customer,content,BERT_sentiment,GPT_sentiment
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,phyllis lehn,"Reviewed in the United States on October 2, 2024",1,I have I phone 8 +. Does not fit and they won’t let me fill in the return product info to send it back.,-2,-2
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Karen Cox,"Reviewed in the United States on January 14, 2023",1,I ordered this for my sister that loves anything pink…what a total miss. This case is nowhere close to the item pictured. The listing shows a very pink sparkling case. What was received was a rose gold sparkling case.  Not pink. My sister waited weeks to get this and now she is so upset. I gifted her a new phone for Christmas and she wouldn’t use it because she didn’t have a case to protect it. Now she has an ugly case she doesn’t like at all but wants to start using her phone. Sure she could go to Walmart and buy a cheap case but she wouldn’t be any happier so she is just gonna use it until I can find her something else. Please don’t waste your money on this “pink” case.  Update your item description please.,-2,-2
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Maggie,"Reviewed in the United States on March 31, 2024",1,I did really like this case easy to slip phone into & beautiful but it has an inner layer that is sparkly & it’s cracking & splitting all around the corners & now it doesn’t look good so I’ll probably be returning it.,0,-1
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Yolanda Fazzalari Forcina,"Reviewed in the United States on July 12, 2024",1,Item size Description is incorrect. It is too small for my iPhone.,-1,-1
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Amazon Customer,"Reviewed in the United States on December 19, 2023",1,I had to return the phone case because I was not able to plug in the charging cable. You have to remove the phone case in order for the charging cable to fit. I am not sure if this case is compatible with a wireless charging connection.,-1,-1
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Amazon Customer,"Reviewed in the United States on April 7, 2024",1,The product came bent and I sent it back,-2,-1
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,DC,"Reviewed in the United States on May 1, 2023",1,Doesn’t fit properly. Can’t plug in charging cable - it just pops right out! Button alignment is so poor that you can’t turn off the phone!The case is beautiful and my mom is really disappointed that we have to return it.,-2,-1
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Rees,"Reviewed in the United States on March 16, 2023",1,I bought this case for my daughter phone and was totally disappointed when she dropped her phone in school and the front of her phone screen shattered. This case is not durable or sturdy enough.,-2,-2
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Laurie F. Stettler,"Reviewed in the United States on May 2, 2023",1,This is the third time I have purchased an IPhone SE case where the description stated the case fit the phone.  All three times the case has been too small.,0,-2
"MATEPROX iPhone Se 2022/2020, 8 , 7 Glitter Bling Sparkle Cute Girls Women Protective Case for 4.7"" iPhone 7/8/SE (Purple)",11.99,"Compatible with 4.7"" iPhone SE (2022 release)iPhone SE(2020 release)iPhone 7(2016 release)and iPhone 8(2017 release),Support wireless charging of iPhone 8/SE.
Luxury Sparkle glitter on the back of the case makes your iPhone shiny,chic and fashion.It's also a perfect gift.
Raised 1.0mm lips bumper of camera and screen help to protect screen and camera from rubbing against flat surfaces.
3-in-1 Hybrid Structure protecting your iPhone from drops, shocks and scratches.Precise cutouts for speaker,charging port,audio port and buttons for your convenience.
Lifetime Warranty: We provide lifetime replacement if you have any problem with the case.","Recycled materials
Contains at least 95% recycled material.
As certified by
","Product Features: [""Compatibility"", ""iPhone SE (2022 release)"", ""iPhone SE (2020 release)"", ""iPhone 7 (2016 release)"", ""iPhone 8 (2017 release)"", ""wireless charging"", ""Luxury Sparkle glitter"", ""case"", ""1.0mm lips bumper"", ""camera"", ""screen"", ""3-in-1 Hybrid Structure"", ""drops"", ""shocks"", ""scratches"", ""Precise cutouts"", ""speaker"", ""charging port"", ""audio port"", ""buttons"", ""convenience"", ""Lifetime Warranty"", ""replacement""]","Product Affordances: [""Compatible"", ""Support"", ""Shiny"", ""Protect"", ""Precise"", ""Convenience"", ""Replacement""]",4.6,https://www.amazon.com/MATEPROX-Shining-Glitter-Protective-Applicable/dp/B06XYP9BL6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.F0YXhN70Lg3_yw3w4LBA01c0bslVgnuZfWicjQAcVBe9nI074cEl3861F2pj94WTYbTWsWuIZVXwY-PNzaLrQkK38jpgrRwysyM04gQbQLvoIj-T9Ao2KMs042toy3vT_QMOrMRs-DdEHXKsntS6PSPGVOf2crvpcl0LPpjPu9_yD3DC9rLVuFNLUXjBPDuWXFu8gS-0j16r6y5yN38_unZ7mPMscGL74_dcejK9eI-ftW1olBu5KeXk-mhZWeThn6ShvVWKpso7JpqKr1nbINXuT7U62im3f1rLOAo2saQ.6ikoOo4oRFJDLMHM08jryhGnQtSkpkoLZL8BXaf3alI&dib_tag=se&qid=1727754110&rnid=2941120011&s=mobile&sr=1-5&srs=21411242011&th=1,B06XYP9BL6,https://www.amazon.com/product-reviews/B06XYP9BL6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&language=en_US,Jaimie L Hacker,"Reviewed in the United States on February 1, 2023",1,I cant use the case because I have to remove the case every time I want to charge my phone. The part where the charger goes Needs to be larger so it can fit the charger. Cannot use.,-1,-2
